book_id,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,published_year,original_publication_year,original_title,image_url,publisher,description,genres
260,The Duke's Princess Bride,Amalie Howard,1.57,1728243416,9781728243412,en,352,6837,2051,1709,1367,1025,685,2021,2021,The Duke's Princess Bride,https://books.google.com/books/content?id=7Ib2zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Sourcebooks Casablanca,"Born to an Indian maharaja and a British noblewoman, Princess Sarani Rao has it all: beauty, riches, and a crown. But when Sarani's father is murdered, her only hope is the next ship out--captained by the boy she once loved...and spurned. Captain Rhystan Huntley, the reluctant Duke of Embry, is loath to give up his life at sea. But duty is calling him home, and this is his final voyage. Leave it to fate that the one woman he's ever loved must escape to England on his ship. ""The Duke's Princess Bridecame along just when I needed it most. There's star-crossed, swoony, steamy love, true to the genre--but there's also a subtle, searing focus on racism, colorism, and what it means to belong that is rare for a historical romance, which elevates it to a unique and truly resonant read.""--JODI PICOULT, New York Timesbestselling author","Horror, Mystery"
261,The Last Garden in England,Julia Kelly,2.01,1432885545,9781432885540,en,794,4392,1317,1098,878,658,441,2021,2021,The Last Garden in England,https://books.google.com/books/content?id=BCMDzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Thorndike Press Large Print,"""From the author of The Light Over London and the ""gripping, moving"" (Kelly Rimmer) The Whispers of War comes a poignant and heartwrenching tale of five women in three eras, whose lives are tied together by one very special garden""--",Young Adult
262,The Paris Daughter,Kristin Harmel,2.13,180279364X,9781802793642,en,243,9499,2849,2374,1899,1424,953,2023,2023,The Paris Daughter,https://books.google.com/books/content?id=2p9WzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Mountain Leopard Press,"'An unmissable reading treat' Lancashire Evening Post 'Beautifully written and emotionally charged . . . impossible to put down' HAZEL GAYNOR A heartwrenching and evocative wartime novel, perfect for fans of Santa Montefiore, Rachel Hore and Lucinda Riley. Two mothers. Two daughters. Two families torn apart forever. Paris, 1939. Elise and Juliette are certain nothing can come between them. So, when war breaks out and Elise is forced to flee, she entrusts Juliette with her daughter, playmate to Juliette's own little girl. More than a year later, with the war finally ending, Elise returns to reunite with her daughter, only to find her friend's bookstore reduced to rubble - and Juliette nowhere to be found. What happened to Mathilde in those last terrible moments? Juliette has seemingly vanished without a trace, taking all the answers with her. Elise's desperate search leads her to New York - and to Juliette - one final, fateful time. The Paris Daughter is a story about mothers and dau...",Fiction
263,The Postmistress of Paris,Meg Waite Clayton,4.1,0062946986,9780062946980,en,400,7313,146,585,1096,2559,2927,2021,2021,The Postmistress of Paris,https://books.google.com/books/content?id=YponzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Harper,"The New York Times bestselling author of The Last Train to London revisits the dark early days of the German occupation in France in this haunting novel--a love story and a tale of high-stakes danger and incomparable courage--about a young American heiress who helps artists hunted by the Nazis escape from war-torn Europe. Wealthy, beautiful Naneé was born with a spirit of adventure that transcends her Midwestern roots. For her, learning to fly is freedom. When German tanks roll across the border and into Paris, this woman with an adorable dog and a generous heart joins the resistance. Known as the Postmistress because she delivers information to those in hiding, Naneé uses her charms and skill to house the hunted and deliver them to safety. Inspired by the real life Chicago heiress Mary Jayne Gold, who worked with American journalist Varian Fry to smuggle artists and intellectuals out of France, Meg Waite Clayton has fashioned a sweeping tale of romance and danger, set in a world af...",Horror
265,Sisters of the Resistance,Christine Wells,3.88,0063055449,9780063055445,en,416,3713,185,371,928,1485,744,2021,2021,Sisters of the Resistance,https://books.google.com/books/content?id=X6PizQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,William Morrow Paperbacks,"Set in the thick of the Paris Resistance movement during WWII, this exciting novel tells of the deep involvement of Catherine Dior and two young women who risked their lives to support her efforts--perfect for fans of Kate Quinn and Jennifer Chiaverini. France, 1944: The Nazis still occupy Paris, and twenty-five-year-old Gabby Foucher hates these enemies, though, as the concierge of ten rue Royale, she makes it a point to avoid trouble, unlike her sister Yvette. Until she, like her sister, is recruited into the Resistance by Catherine Dior--sister of the fashion designer, Christian Dior. Gabby and Yvette are both swept into the world of spies, fugitives, and Resistance workers, and it doesn't take long for the sisters to realize that their lives are in danger. Gabby discovers an elderly tenant is hiding a wounded British fugitive, and Yvette becomes a messenger for the Resistance. But as Gabby begins to fall in love with her patient and Yvette's impulsiveness lead her into intrigue ...",Mystery
266,The Lady of Abu Simbel,Christian Jacq,1.45,1740301153,9781740301152,en,434,7971,2391,1992,1594,1195,799,2000,2000,The Lady of Abu Simbel,https://books.google.com/books/content?id=FCylPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Oxford University Press,"Despite the tremendous shock of the Battle of Kadesh, Ramses has not managed to bring the formidable Hittite might to its knees. Rather than continue the struggle he decides to engage in negotiations. At the same time, he promise Nefertati that two temples will be built at Abu Simbel.",Egypt
267,The Resistance Girl,Mandy Robotham,2.01,0008516065,9780008516062,en,432,6115,1834,1528,1223,917,613,2022,2022,The Resistance Girl,https://books.google.com/books/content?id=JMWMzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Avon Books,"The next gripping and emotional World War II historical fiction read from international bestseller, Mandy Robotham.","Self-help, Science Fiction, Fantasy"
269,Abyssus Intellectualis,"Amanda Beech, Quentin Meillassoux, Reza Negarestani",1.22,3883963429,9783883963426,de,296,176,52,44,35,26,19,2013,2013,Abyssus Intellectualis,https://books.google.com/books/content?id=ATfZnAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Cambridge University Press,"This is a fictional description for the book 'Abyssus Intellectualis' by Amanda Beech, Quentin Meillassoux, Reza Negarestani.",Biography
270,Orte des Schreckens,Norbert Borrmann,3.92,7917248897,6947188014635,de,296,45,2,4,11,18,10,2004,2004,Orte des Schreckens,https://books.google.com/books/content?id=LlK6AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Wiley,This is a fictional description for the book 'Orte des Schreckens' by Norbert Borrmann.,Horror
271,Angst und Schreckangst im Neuenglischen,Barbara Glutz von Blotzheim-Maier,2.23,9630752502,4036690726579,de,88,8395,2518,2098,1679,1259,841,1985,1985,Angst und Schreckangst im Neuenglischen,https://books.google.com/books/content?id=f-1ZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Penguin Random House,This is a fictional description for the book 'Angst und Schreckangst im Neuenglischen' by Barbara Glutz von Blotzheim-Maier.,Anxiety (The English word)
272,Frankenstein,Mary Shelley,3.99,1561563099,9781561563098,en,196,6360,318,636,1590,2544,1272,1994,1994,Frankenstein,https://books.google.com/books/content?id=4dHXkNcpIXgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Kidsbooks LLC,A monster assembled by a scientist from parts of dead bodies develops a mind of his own as he learns to loathe himself and hate his creator.,Juvenile Fiction
273,Misery,Stephen King,5.0,7287703653,4311868839605,en,328,1,0,0,0,0,1,1987,1987,Misery,https://books.google.com/books/content?id=KbMhAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Oxford University Press,Can a best-selling author escape from a psychotic nurse who wants him to respect her favorite literary character? Copyright © Libri GmbH. All rights reserved.,Fiction
274,Frankenstein,Mary Wollstonecraft Shelley,1.15,2013038804,7830475285017,en,230,5997,1799,1499,1199,899,601,1965,1965,Frankenstein,https://books.google.com/books/content?id=xFIN97PzxxYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Signet Classics,"This revision of a widely adopted critical edition presents the 1831 text of Mary Shelley7;s English Romantic novel along with critical essays that introduce students to ""Frankenstein"" from contemporary psychoanalytic, Marxist, feminist, gender, and cultural studies perspectives. An additional essay demonstrates how various critical perspectives can be combined. In the second edition, 3 of the 6 essays are new. The text and essays are complemented by contextual documents, introductions (with bibliographies), and a glossary of critical and theoretical terms.",Fiction
275,Four Past Midnight,Stephen King,4.74,2800529897,1123816587405,en,792,6243,62,249,624,1560,3748,1990,1990,Four Past Midnight,https://books.google.com/books/content?id=y6cOAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,HarperCollins,"Jet passengers are stuck in a time-slip, a psychopath accuses a writer of plagiarism, a man with an overdue book encounters a demonic librarian, and a boy's camera snaps photos of a huge and nasty dog in these four horror novellas. Repackaged. Reissue.",Fiction
276,The Green Mile,Stephen King,1.74,0752834223,9780752834221,en,453,9619,2885,2404,1923,1442,965,2000,2000,The Green Mile,https://books.google.com/books/content?id=1lJmPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Orion Publishing Group,"The Green Mile: those who walk it do not return, because at the end of that walk is the room in which sits Cold Mountain penitentiary's electric chair. In 1932 the newest resident on death row is John Coffey, a giant black man convicted of the brutal murder of two little girls. But nothing is as it seems with John Coffey, and around him unfolds a bizarre and horrifying story. Evil murderer or holy innocent - whichever he is - Coffey has strange powers which may yet offer salvation to others, even if they can do nothing to save him. THE AUTHOR","Coffey, John (Fictitious character)"
277,The Dream-quest of Unknown Kadath,Howard Phillips Lovecraft,5.0,0345302338,9780345302335,en,260,1,0,0,0,0,1,1982,1982,The Dream-quest of Unknown Kadath,https://books.google.com/books/content?id=7fhW6PDYklgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Del Rey,"Six bone-chilling tales of bizarre beauty and awesome horror lurk in the dark of the soul, waiting to be called upon by the demons of nightmares, and let loose in the frightened mind. Only H.P. Lovecraft could conjure up these testaments to evil that will live inside of you forever.... Copyright © Libri GmbH. All rights reserved.",Fiction
278,Dracula,Bram Stoker,3.59,0751370703,9780751370706,en,64,6487,324,648,1621,2594,1300,1997,1997,Dracula,https://books.google.com/books/content?id=aCtQPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Penguin Random House,"After discovering the double identity of the wealthy Transylvanian nobleman, Count Dracula, a small group of people vow to rid the world of the evil vampire. Illustrated notes throughout the text explain the historical background of the story.","Dracula, Count (Fictitious character)"
279,Hellsing,Kohta Hirano,5.0,1593070578,9781593070571,en,194,1,0,0,0,0,1,2004,2004,Hellsing,https://books.google.com/books/content?id=gHcEDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Dark Horse Comics,An army of Nazi undead is unleased on the world.,Books for boys
280,The Phantom of the Opera,Gaston Leroux,2.21,8716941726,6629361045472,en,390,5814,1744,1453,1162,872,583,1977,1977,The Phantom of the Opera,https://books.google.com/books/content?id=cbFcAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Scholastic,Under the Paris Opera House lives a disfigured musical genius who uses music to win the love of a beautiful opera singer.,Fiction
